id, Race , Party ,Sex, Age  ,house district, Trial     , LettersSent , 2008_11_04       , 2010_11_02       , 2012_11_06       , 2014_11_04       , 2016_11_08        , 2018_11_06       
2885, W    , UNA   , F      ,54,1, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE BY MAIL  , ABSENTEE ONESTOP 
2886, W    , DEM   , F      ,49,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
2887, W    , UNA   , F      ,62,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , IN-PERSON         , IN-PERSON        
2888, W    , DEM   , F      ,39,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , IN-PERSON         , IN-PERSON        
2889, W    , UNA   , F      ,57,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2890, W    , DEM   , F      ,43,1, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
2891, M    , UNA   , F      ,39,1, TREATMENT ,3, DID NOT VOTE     , IN-PERSON        , IN-PERSON        , PROVISIONAL      , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2892, W    , UNA   , F      ,68,1, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE BY MAIL 
2893, W    , UNA   , F      ,38,1, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2894, W    , DEM   , F      ,60,1, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2895, W    , UNA   , F      ,47,1, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , ABSENTEE ONESTOP 
2896, B    , UNA   , F      ,38,1, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
2897, W    , DEM   , F      ,59,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2898, W    , DEM   , F      ,64,1, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2899, W    , UNA   , F      ,44,1, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , IN-PERSON         , IN-PERSON        
2900, W    , DEM   , F      ,47,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , IN-PERSON         , IN-PERSON        
2901, W    , UNA   , F      ,53,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , DID NOT VOTE     
2902, W    , UNA   , F      ,42,1, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2903, B    , DEM   , F      ,36,1, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON        , IN-PERSON        , IN-PERSON         , IN-PERSON        
2904, B    , DEM   , F      ,35,1, TREATMENT ,3, ABSENTEE ONESTOP , ABSENTEE BY MAIL , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2905, W    , UNA   , F      ,55,1, TREATMENT ,3, IN-PERSON        , ABSENTEE BY MAIL , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
2906, W    , DEM   , F      ,39,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
2907, W    , UNA   , F      ,47,1, TREATMENT ,3, ABSENTEE BY MAIL , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
2908, B    , DEM   , F      ,45,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
2909, W    , DEM   , F      ,43,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2910, W    , UNA   , F      ,56,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2911, W    , DEM   , F      ,82,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , IN-PERSON         , IN-PERSON        
2912, W    , UNA   , F      ,44,1, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2913, W    , DEM   , F      ,45,1, TREATMENT ,3, IN-PERSON        , IN-PERSON        , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2914, O    , DEM   , F      ,50,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , IN-PERSON        
2915, W    , UNA   , F      ,38,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE BY MAIL , ABSENTEE BY MAIL , ABSENTEE ONESTOP  , ABSENTEE BY MAIL 
2916, I    , UNA   , F      ,54,1, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , DID NOT VOTE     , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2917, O    , UNA   , F      ,63,1, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
2918, W    , DEM   , F      ,42,1, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
2919, W    , DEM   , F      ,39,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
2920, W    , DEM   , F      ,65,1, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
2921, W    , UNA   , F      ,55,1, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON         , IN-PERSON        
2922, W    , UNA   , F      ,58,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
2923, A    , DEM   , F      ,32,1, TREATMENT ,3, IN-PERSON        , IN-PERSON        , ABSENTEE BY MAIL , DID NOT VOTE     , ABSENTEE BY MAIL  , DID NOT VOTE     
2924, W    , DEM   , F      ,61,1, TREATMENT ,3, DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON        , IN-PERSON         , IN-PERSON        
2925, W    , DEM   , F      ,46,1, TREATMENT ,3, IN-PERSON        , IN-PERSON        , IN-PERSON        , IN-PERSON        , IN-PERSON         , IN-PERSON        
2926, B    , DEM   , F      ,55,1, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2927, W    , UNA   , F      ,36,1, TREATMENT ,3, PROVISIONAL      , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2928, B    , DEM   , F      ,47,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
2929, B    , DEM   , F      ,34,1, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2930, W    , UNA   , F      ,38,1, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2931, W    , UNA   , F      ,60,1, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , ABSENTEE ONESTOP 
2932, W    , UNA   , F      ,71,1, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , IN-PERSON         , DID NOT VOTE     
2933, B    , DEM   , F      ,53,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2934, B    , DEM   , F      ,49,1, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2935, O    , DEM   , F      ,69,1, TREATMENT ,3, DID NOT VOTE     , IN-PERSON        , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2936, W    , DEM   , F      ,54,1, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2937, B    , UNA   , F      ,74,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2938, W    , DEM   , F      ,36,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , IN-PERSON         , ABSENTEE BY MAIL 
2939, W    , UNA   , F      ,36,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , IN-PERSON        
2940, W    , DEM   , F      ,35,1, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , DID NOT VOTE     
2941, W    , UNA   , F      ,47,1, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2942, W    , UNA   , F      ,44,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , IN-PERSON         , IN-PERSON        
2943, W    , DEM   , F      ,57,1, TREATMENT ,3, IN-PERSON        , ABSENTEE ONESTOP , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , ABSENTEE BY MAIL 
2944, W    , DEM   , F      ,38,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
2945, A    , UNA   , F      ,60,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , DID NOT VOTE     
2946, W    , UNA   , F      ,35,1, TREATMENT ,3, ABSENTEE BY MAIL , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
2947, W    , DEM   , F      ,44,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , DID NOT VOTE     , IN-PERSON        , IN-PERSON         , DID NOT VOTE     
2948, W    , UNA   , F      ,52,1, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE BY MAIL 
2949, U    , UNA   , F      ,42,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , ABSENTEE ONESTOP 
2950, W    , UNA   , F      ,46,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2951, W    , DEM   , F      ,53,1, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , ABSENTEE ONESTOP 
2952, W    , UNA   , F      ,39,1, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , ABSENTEE BY MAIL , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2953, W    , DEM   , F      ,37,1, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , IN-PERSON         , IN-PERSON        
2954, U    , DEM   , F      ,55,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2955, W    , DEM   , F      ,37,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
2956, W    , UNA   , F      ,44,1, TREATMENT ,3, IN-PERSON        , IN-PERSON        , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
2957, W    , DEM   , F      ,69,1, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , DID NOT VOTE      , DID NOT VOTE     
2958, O    , UNA   , F      ,31,1, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , IN-PERSON         , ABSENTEE BY MAIL 
2959, W    , UNA   , F      ,41,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , PROVISIONAL      , IN-PERSON         , IN-PERSON        
2960, W    , UNA   , F      ,29,1, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
2961, W    , DEM   , F      ,43,1, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
2962, W    , UNA   , F      ,44,1, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP  , DID NOT VOTE     
2963, W    , UNA   , F      ,33,1, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , IN-PERSON        , IN-PERSON         , IN-PERSON        
2964, W    , DEM   , F      ,61,1, TREATMENT ,3, IN-PERSON        , IN-PERSON        , IN-PERSON        , IN-PERSON        , IN-PERSON         , ABSENTEE ONESTOP 
2965, W    , UNA   , F      ,39,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2966, O    , UNA   , F      ,49,1, TREATMENT ,3, IN-PERSON        , IN-PERSON        , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
2967, W    , UNA   , F      ,65,1, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2968, W    , DEM   , F      ,58,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON         , ABSENTEE ONESTOP 
2969, B    , DEM   , F      ,43,1, TREATMENT ,3, IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
2970, B    , DEM   , F      ,71,1, TREATMENT ,3, ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2971, U    , UNA   , F      ,29,1, TREATMENT ,3, IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON         , IN-PERSON        
2972, B    , UNA   , F      ,45,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , DID NOT VOTE     , IN-PERSON        , ABSENTEE ONESTOP  , DID NOT VOTE     
2973, W    , DEM   , F      ,41,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2974, W    , DEM   , F      ,39,1, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
2975, W    , DEM   , F      ,49,1, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , ABSENTEE BY MAIL , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
2976, B    , DEM   , F      ,62,1, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
2977, W    , DEM   , F      ,28,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2978, W    , DEM   , F      ,38,1, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE BY MAIL  , DID NOT VOTE     
2979, B    , UNA   , F      ,39,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
2980, W    , UNA   , F      ,51,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2981, W    , DEM   , F      ,41,1, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
2982, W    , DEM   , F      ,35,1, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2983, W    , UNA   , F      ,66,1, TREATMENT ,3, ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE BY MAIL 
2984, B    , DEM   , F      ,36,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , IN-PERSON         , IN-PERSON        
2985, W    , DEM   , F      ,41,1, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , IN-PERSON         , DID NOT VOTE     
2986, W    , UNA   , F      ,30,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , IN-PERSON         , ABSENTEE ONESTOP 
2987, W    , UNA   , F      ,38,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , ABSENTEE ONESTOP 
2988, B    , UNA   , F      ,44,1, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
2989, W    , DEM   , F      ,30,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2990, A    , DEM   , F      ,48,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2991, W    , UNA   , F      ,35,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , IN-PERSON         , IN-PERSON        
2992, O    , DEM   , F      ,58,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE BY MAIL , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2993, W    , UNA   , F      ,39,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2994, W    , DEM   , F      ,38,1, TREATMENT ,3, ABSENTEE ONESTOP , ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON        , IN-PERSON         , DID NOT VOTE     
2995, W    , UNA   , F      ,43,1, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , IN-PERSON         , DID NOT VOTE     
2996, W    , DEM   , F      ,43,1, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
2997, W    , DEM   , F      ,43,1, TREATMENT ,3, NOT REGISTERED   , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
2998, U    , UNA   , U      ,44,1, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
2999, O    , DEM   , F      ,54,1, TREATMENT ,3, NOT REGISTERED   , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
3000, W    , DEM   , F      ,35,1, TREATMENT ,3, NOT REGISTERED   , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
3001, W    , DEM   , F      ,44,1, TREATMENT ,3, NOT REGISTERED   , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
3002, W    , DEM   , F      ,36,1, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
3003, B    , DEM   , F      ,38,1, TREATMENT ,3, NOT REGISTERED   , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
3004, W    , UNA   , F      ,27,1, TREATMENT ,3, NOT REGISTERED   , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , IN-PERSON         , IN-PERSON        
3005, W    , DEM   , F      ,36,1, TREATMENT ,3, NOT REGISTERED   , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
3006, O    , DEM   , F      ,58,1, TREATMENT ,3, NOT REGISTERED   , IN-PERSON        , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
3007, A    , UNA   , F      ,39,1, TREATMENT ,3, NOT REGISTERED   , ABSENTEE ONESTOP , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
3008, W    , UNA   , F      ,31,1, TREATMENT ,3, NOT REGISTERED   , IN-PERSON        , ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON         , ABSENTEE ONESTOP 
3009, U    , UNA   , F      ,49,1, TREATMENT ,3, NOT REGISTERED   , IN-PERSON        , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
3010, W    , UNA   , F      ,40,1, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
3011, B    , DEM   , F      ,54,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE BY MAIL 
3012, B    , DEM   , F      ,47,1, TREATMENT ,3, IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
3013, O    , DEM   , F      ,37,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON         , IN-PERSON        
3014, W    , DEM   , F      ,56,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
3015, A    , UNA   , F      ,26,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
3016, W    , DEM   , F      ,30,1, TREATMENT ,3, ABSENTEE BY MAIL , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , IN-PERSON         , IN-PERSON        
3017, W    , DEM   , F      ,32,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE BY MAIL  , ABSENTEE BY MAIL 
3018, W    , UNA   , F      ,36,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , IN-PERSON        , ABSENTEE BY MAIL  , ABSENTEE BY MAIL 
3019, B    , UNA   , F      ,54,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON         , ABSENTEE ONESTOP 
